"state_abbr","division","city","total_population","black_population","perc_black","total_newspapers","black_media_groups","latino_media_groups","black_latino_media","inn_members","nabj_chapters","gun_incidents","gun_incidents_per_capita","murder_by_police","murder_by_police_per_capita","total_newspapers_per_capita","gva_rank","gvpc_rank","pva_rank","pvapc_rank","local_rank","localpc_rank","inn_rank","blm_rank","black_community_rank","newspapers_per_capita_rank"
"IN","East North Central","Union Mills",1713,0,0,0,0,0,0,0,0,1,0.000583771161704612,0,0,0,159,685,0,0,0,0,0,20,16415,0
"IN","East North Central","Uniondale",865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16415,0
"IN","East North Central","Unionville",1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16415,0
"IN","East North Central","Universal",185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16415,0
"IN","East North Central","Upland",4947,88,0.0177885587224581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9182,0
"IN","East North Central","Urbana",741,0,0,0,0,0,0,0,0,0,0,1,0.00134952766531714,0,0,0,52,94,0,0,0,20,16415,0
"IN","East North Central","Vallonia",1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16415,0
"IN","East North Central","Valparaiso",81643,2264,0.0275880592093154,0,0,0,0,0,0,2,2.44968950185564e-05,1,1.22484475092782e-05,0,158,4398,52,3138,0,0,0,20,7718,0
"IN","East North Central","Van Buren",1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16415,0
"IN","East North Central","Veedersburg",4074,19,0.00466372115856652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13552,0
"IN","East North Central","Velpen",413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16415,0
"IN","East North Central","Vernon",293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16415,0
"IN","East North Central","Versailles",4089,35,0.00855955001222793,2,0,0,0,0,0,2,0.000489117143555882,0,0,0.000489117143555882,158,819,0,0,17,555,0,20,11729,555
"IN","East North Central","Vevay",5212,17,0.00326170376055257,2,0,0,0,0,0,0,0,0,0,0.000383729854182655,0,0,0,0,17,742,0,20,14348,742
"IN","East North Central","Vincennes",25370,1010,0.0398108001576665,1,0,0,0,0,0,1,3.94166338194718e-05,2,7.88332676389436e-05,3.94166338194718e-05,159,4106,51,1412,18,3561,0,20,6577,3561
"IN","East North Central","Wabash",16260,106,0.00651906519065191,2,0,0,0,0,0,2,0.0001230012300123,0,0,0.0001230012300123,158,2671,0,0,17,2083,0,20,12629,2083
"IN","East North Central","Wadesville",3514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16415,0
"IN","East North Central","Wakarusa",3812,25,0.00655823714585519,1,0,0,0,0,0,0,0,0,0,0.000262329485834208,0,0,0,0,18,1105,0,20,12618,1105
