"state_abbr","division","city","total_population","black_population","perc_black","total_newspapers","black_media_groups","latino_media_groups","black_latino_media","inn_members","nabj_chapters","gun_incidents","gun_incidents_per_capita","murder_by_police","murder_by_police_per_capita","total_newspapers_per_capita","gva_rank","gvpc_rank","pva_rank","pvapc_rank","local_rank","localpc_rank","inn_rank","blm_rank","black_community_rank","newspapers_per_capita_rank"
"IL","East North Central","New Holland",596,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","New Lenox",35622,202,0.00567065296726742,,,,0,,,1,2.80725394419179e-05,,,,159,4321,,,,,,21,13127,
"IL","East North Central","New Memphis",102,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","New Salem",462,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","New Windsor",1162,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Newark",3667,40,0.0109080992637033,,,,0,,,,,,,,,,,,,,,21,10952,
"IL","East North Central","Newman",898,9,0.010022271714922,1,,,0,,,,,,,0.00111358574610245,,,,,18,122,,21,11270,122
"IL","East North Central","Newton",5383,23,0.00427271038454393,1,,,0,,,,,,,0.000185770016719302,,,,,18,1525,,21,13841,1525
"IL","East North Central","Niantic",743,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Niles",29520,948,0.0321138211382114,,,,0,,,,,,,,,,,,,,,21,7319,
"IL","East North Central","Nilwood",176,1,0.00568181818181818,,,,0,,,,,,,,,,,,,,,21,13117,
"IL","East North Central","Niota",779,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Noble",1986,9,0.00453172205438067,,,,0,,,,,,,,,,,,,,,21,13718,
"IL","East North Central","Nokomis",3595,14,0.00389429763560501,1,,,0,,,,,1,0.000278164116828929,0.000278164116828929,,,54,498,18,1052,,21,14056,1052
"IL","East North Central","Nora",202,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Normal",55152,5877,0.106560052219321,,,,0,,,1,1.81317087322309e-05,,,,159,4493,,,,,,21,3915,
"IL","East North Central","Norris",161,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Norris City",2490,4,0.00160642570281125,,,,0,,,,,,,,,,,,,,,21,15519,
"IL","East North Central","North Aurora",18191,891,0.0489802649661921,,,,0,,,0,0,1,5.49722390192953e-05,,160,4605,54,1790,,,,21,6002,
"IL","East North Central","North Chicago",15490,5841,0.3770819883796,,,,0,,,2,0.00012911555842479,,,,158,2588,,,,,,21,1194,
"IL","East North Central","North Henderson",295,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Northbrook",40686,986,0.0242343803765423,3,,,0,,,,,,,7.37354372511429e-05,,,,,16,2777,,21,8226,2777
"IL","East North Central","O Fallon",31567,4010,0.127031393543891,,,,0,,,,,,,,,,,,,,,21,3492,
"IL","East North Central","Oak Brook",10081,370,0.0367027080646761,,,,0,,,,,,,,,,,,,,,21,6899,
"IL","East North Central","Oak Forest",28008,1805,0.0644458726078263,,,,0,,,3,0.000107112253641817,,,,157,2893,,,,,,21,5227,
"IL","East North Central","Oak Lawn",55966,3770,0.0673623271271844,1,,,0,,,0,0,,,1.78679912804203e-05,160,4605,,,18,4197,,21,5117,4197
"IL","East North Central","Oak Park",52233,9528,0.174302988637161,4,1,,1,1,,4,7.65799398847472e-05,1,1.91449849711868e-05,7.65799398847472e-05,156,3362,54,2855,15,2730,10,20,2784,2730
"IL","East North Central","Oakdale",861,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Oakford",416,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Oakland",1630,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Oakwood",2980,21,0.00704697986577181,,,,0,,,,,,,,,,,,,,,21,12469,
"IL","East North Central","Oblong",2963,43,0.0145123185960175,,,,0,,,,,,,,,,,,,,,21,9946,
"IL","East North Central","Oconee",528,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Odell",1397,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Odin",2211,38,0.0171867933061963,,,,0,,,0,0,,,,160,4605,,,,,,21,9369,
"IL","East North Central","Ogden",1276,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Oglesby",4520,76,0.0168141592920354,,,,0,,,,,,,,,,,,,,,21,9459,
"IL","East North Central","Ohio",948,8,0.00843881856540084,,,,0,,,,,,,,,,,,,,,21,11861,
"IL","East North Central","Ohlman",122,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Okawville",1994,52,0.0260782347041123,1,,,0,,,,,,,0.000501504513540622,,,,,18,538,,21,7980,538
"IL","East North Central","Olive Branch",438,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Olmsted",685,45,0.0656934306569343,,,,0,,,,,,,,,,,,,,,21,5181,
"IL","East North Central","Olney",12216,116,0.00949574328749181,1,,,0,,,1,8.18598559266536e-05,,,8.18598559266536e-05,159,3269,,,18,2643,,21,11465,2643
"IL","East North Central","Olympia Fields",4716,3503,0.742790500424088,,,,0,,,,,,,,,,,,,,,21,210,
"IL","East North Central","Omaha",698,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Onarga",1655,35,0.0211480362537764,,,,0,,,,,,,,,,,,,,,21,8669,
"IL","East North Central","Oneida",1107,34,0.030713640469738,,,,0,,,,,,,,,,,,,,,21,7473,
"IL","East North Central","Opdyke",1077,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Opheim",206,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Oquawka",2213,6,0.00271125169453231,1,,,0,,,,,,,0.000451875282422052,,,,,18,616,,21,14791,616
"IL","East North Central","Orangeville",1357,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Oreana",1290,12,0.00930232558139535,,,,0,,,,,,,,,,,,,,,21,11534,
"IL","East North Central","Oregon",6434,14,0.00217594031706559,1,,,0,,,,,,,0.000155424308361828,,,,,18,1776,,21,15166,1776
"IL","East North Central","Orient",426,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Orion",3176,14,0.0044080604534005,1,,,0,,,,,,,0.000314861460957179,,,,,18,929,,21,13771,929
"IL","East North Central","Orland Park",66645,2713,0.037119862487693,6,,,0,,,0,0,,,9.00292595093405e-05,160,4605,,,13,2513,,21,6850,2513
"IL","East North Central","Osco",267,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Oswego",40293,2074,0.0514729605638697,,,,0,,,,,,,,,,,,,,,21,5843,
"IL","East North Central","Ottawa",24182,879,0.0363493507567612,1,,,0,,,,,,,4.13530725332892e-05,,,,,18,3500,,21,6934,3500
"IL","East North Central","Owaneco",456,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Ozark",958,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Palatine",77057,1984,0.0256022926535344,,,,0,,,1,1.29774063355698e-05,1,1.29774063355698e-05,,159,4553,54,3032,,,,21,8042,
"IL","East North Central","Palestine",1958,2,0.00102145045965271,,,,0,,,,,,,,,,,,,,,21,15967,
"IL","East North Central","Palmer",344,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Palmyra",1393,2,0.00143575017946877,1,,,0,,,,,,,0.000717875089734386,,,,,18,301,,21,15649,301
"IL","East North Central","Paloma",159,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Palos Heights",14798,285,0.0192593593728882,1,,,0,,,,,,,6.75766995539938e-05,,,,,18,2904,,21,8964,2904
"IL","East North Central","Palos Hills",17345,928,0.0535024502738541,,,,0,,,0,0,1,5.76535024502739e-05,,160,4605,54,1733,,,,21,5733,
"IL","East North Central","Palos Park",9662,153,0.0158352308010764,,,,0,,,,,,,,,,,,,,,21,9655,
"IL","East North Central","Pana",7127,48,0.00673495159253543,1,,,0,,,1,0.000140311491511155,1,0.000140311491511155,0.000140311491511155,159,2469,54,873,18,1901,,21,12614,1901
"IL","East North Central","Panama",288,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Paris",12311,40,0.00324912679717326,,,,0,,,,,,,,,,,,,,,21,14444,
"IL","East North Central","Park Forest",21909,14438,0.65899858505637,,,,0,,,2,9.12866858368707e-05,2,9.12866858368707e-05,,158,3122,53,1241,,,,21,344,
"IL","East North Central","Park Ridge",37433,315,0.00841503486228729,,,,0,,,,,,,,,,,,,,,21,11871,
"IL","East North Central","Parkersburg",293,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Patoka",1110,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Patterson",107,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Paw Paw",1191,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Pawnee",3341,0,0,1,,,0,,,,,,,0.000299311583358276,,,,,18,972,,21,16505,972
"IL","East North Central","Paxton",5311,104,0.0195819996234231,2,,,0,,,,,,,0.000376576915835059,,,,,17,765,,21,8908,765
"IL","East North Central","Payson",1651,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Pearl",362,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Pearl City",1842,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Pecatonica",4503,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Pekin",41661,698,0.0167542785818871,4,,,0,,,0,0,,,9.60130577758575e-05,160,4605,,,15,2426,,21,9475,2426
"IL","East North Central","Pembroke Township",1709,1320,0.772381509654769,,,,0,,,0,0,,,,160,4605,,,,,,21,176,
"IL","East North Central","Penfield",564,3,0.00531914893617021,,,,0,,,,,,,,,,,,,,,21,13303,
"IL","East North Central","Peoria",138673,32110,0.205525284264384,4,,,0,,,123,0.000886978719721936,3,2.16336273102911e-05,2.88448364137215e-05,69,401,52,2778,15,3876,,21,2394,3876
"IL","East North Central","Peotone",6005,25,0.00416319733555371,1,,,0,,,,,,,0.000166527893422148,,,,,18,1677,,21,13899,1677
"IL","East North Central","Percy",1859,38,0.0204410973641743,1,,,0,,,,,,,0.000537923614846692,,,,,18,487,,21,8774,487
"IL","East North Central","Perry",303,13,0.0429042904290429,,,,0,,,,,,,,,,,,,,,21,6396,
"IL","East North Central","Peru",10531,41,0.0038932674959643,,,,0,,,0,0,,,,160,4605,,,,,,21,14057,
"IL","East North Central","Pesotum",872,0,0,,,,0,,,0,0,,,,160,4605,,,,,,21,16505,
"IL","East North Central","Petersburg",5943,45,0.00757193336698637,2,,,0,,,,,,,0.000336530371866061,,,,,17,863,,21,12246,863
"IL","East North Central","Philo",1770,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Piasa",323,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Pierron",147,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Pinckneyville",7699,1573,0.204312248343941,,,,0,,,,,,,,,,,,,,,21,2407,
"IL","East North Central","Piper City",1081,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Pittsburg",1653,0,0,,,,0,,,0,0,,,,160,4605,,,,,,21,16505,
"IL","East North Central","Pittsfield",5694,155,0.0272216368106779,3,,,0,,,,,,,0.000526870389884088,,,,,16,503,,21,7827,503
"IL","East North Central","Plainfield",98796,8638,0.0853267750395245,3,,,0,,,0,0,,,3.03656018462286e-05,160,4605,,,16,3833,,21,4478,3833
"IL","East North Central","Plainville",477,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Plano",13699,1285,0.093802467333382,,,,0,,,,,,,,,,,,,,,21,4238,
"IL","East North Central","Pleasant Hill",1637,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Pleasant Plains",2295,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Plymouth",1021,11,0.0107737512242899,,,,0,,,,,,,,,,,,,,,21,10996,
"IL","East North Central","Pocahontas",3824,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Polo",3916,41,0.0104698672114402,,,,0,,,,,,,,,,,,,,,21,11102,
"IL","East North Central","Pomona",169,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Pontiac",13732,1303,0.0948878531896301,1,,,0,,,,,,,7.28226041363239e-05,,,,,18,2793,,21,4207,2793
"IL","East North Central","Poplar Grove",10700,633,0.0591588785046729,,,,0,,,1,9.34579439252336e-05,1,9.34579439252336e-05,,159,3096,54,1219,,,,21,5457,
"IL","East North Central","Port Byron",4710,80,0.0169851380042463,1,,,0,,,0,0,,,0.000212314225053079,160,4605,,,18,1362,,21,9416,1362
"IL","East North Central","Posen",5795,1001,0.172735116479724,,,,0,,,2,0.000345125107851596,1,0.000172562553925798,,158,1193,54,730,,,,21,2807,
"IL","East North Central","Potomac",1642,34,0.0207064555420219,,,,0,,,,,,,,,,,,,,,21,8738,
"IL","East North Central","Prairie City",499,11,0.0220440881763527,,,,0,,,,,,,,,,,,,,,21,8541,
"IL","East North Central","Prairie Du Rocher",1197,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Preemption",63,0,0,,,,0,,,2,0.0317460317460317,,,,158,7,,,,,,21,16505,
"IL","East North Central","Princeton",10627,17,0.00159969888021078,2,,,0,,,2,0.000188199868260092,,,0.000188199868260092,158,2027,,,17,1512,,21,15526,1512
"IL","East North Central","Princeville",3223,18,0.00558485882717965,,,,0,,,,,,,,,,,,,,,21,13163,
"IL","East North Central","Prophetstown",3225,38,0.0117829457364341,1,,,0,,,,,,,0.000310077519379845,,,,,18,942,,21,10680,942
"IL","East North Central","Prospect Heights",15908,336,0.0211214483278853,,,,0,,,1,6.28614533568016e-05,,,,159,3620,,,,,,21,8674,
"IL","East North Central","Pulaski",402,179,0.445273631840796,,,,0,,,,,,,,,,,,,,,21,903,
"IL","East North Central","Putnam",594,16,0.0269360269360269,,,,0,,,,,,,,,,,,,,,21,7864,
"IL","East North Central","Quincy",51431,2699,0.0458858837136759,1,1,,1,,,4,7.77741051117031e-05,1,1.94435262779258e-05,1.94435262779258e-05,156,3337,54,2842,18,4138,,20,6182,4138
"IL","East North Central","Radom",184,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Raleigh",754,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Ramsey",2355,6,0.00254777070063694,1,,,0,,,,,,,0.000424628450106157,,,,,18,667,,21,14898,667
"IL","East North Central","Rankin",1036,7,0.00675675675675676,,,,0,,,,,,,,,,,,,,,21,12602,
"IL","East North Central","Ransom",542,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Rantoul",14163,3340,0.235825743133517,1,,,0,,,4,0.000282426039680859,1,7.06065099202146e-05,7.06065099202146e-05,156,1447,54,1518,18,2842,,21,2110,2842
"IL","East North Central","Rapids City",514,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Raritan",114,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Raymond",1355,0,0,1,,,0,,,,,,,0.000738007380073801,,,,,18,282,,21,16505,282
"IL","East North Central","Red Bud",6426,2,0.000311235605353252,1,,,0,,,,,,,0.000155617802676626,,,,,18,1775,,21,16417,1775
"IL","East North Central","Reddick",786,0,0,,,,0,,,1,0.00127226463104326,,,,159,264,,,,,,21,16505,
"IL","East North Central","Redmon",129,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Renault",0,0,,,,,0,,,,,,,,,,,,,,,21,,
"IL","East North Central","Reynolds",909,8,0.0088008800880088,,,,0,,,,,,,,,,,,,,,21,11711,
"IL","East North Central","Richmond",3737,40,0.0107037730800107,,,,0,,,,,1,0.000267594327000268,,,,54,523,,,,21,11019,
"IL","East North Central","Richton Park",13917,12026,0.864123015017604,,,,0,,,0,0,1,7.1854566357692e-05,,160,4605,54,1492,,,,21,82,
"IL","East North Central","Richview",516,4,0.00775193798449612,,,,0,,,,,,,,,,,,,,,21,12153,
"IL","East North Central","Ridge Farm",1265,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Ridgway",1020,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Ridott",733,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Rinard",483,7,0.0144927536231884,,,,0,,,,,,,,,,,,,,,21,9949,
"IL","East North Central","Ringwood",1051,21,0.0199809705042816,,,,0,,,,,,,,,,,,,,,21,8842,
"IL","East North Central","Rio",608,9,0.0148026315789474,,,,0,,,,,,,,,,,,,,,21,9878,
"IL","East North Central","River Forest",10970,679,0.0618960802187785,,,,0,,,,,1,9.11577028258888e-05,,,,54,1242,,,,21,5316,
"IL","East North Central","River Grove",10076,131,0.0130011909487892,,,,0,,,2,0.000198491464867011,,,,158,1943,,,,,,21,10353,
"IL","East North Central","Riverdale",28483,25707,0.902538356212478,,,,0,,,2,7.02173226134887e-05,1,3.51086613067444e-05,,158,3482,54,2328,,,,21,47,
"IL","East North Central","Riverside",15405,591,0.0383641674780915,,,,0,,,3,0.000194741966893866,,,,157,1971,,,,,,21,6747,
"IL","East North Central","Riverton",5405,30,0.00555041628122109,3,,,0,,,,,,,0.000555041628122109,,,,,16,465,,21,13186,465
"IL","East North Central","Roanoke",2507,6,0.00239329876346231,,,,0,,,,,,,,,,,,,,,21,15005,
"IL","East North Central","Robbins",4904,4258,0.868270799347471,,,,0,,,4,0.000815660685154976,1,0.000203915171288744,,156,452,54,645,,,,21,75,
"IL","East North Central","Roberts",539,4,0.00742115027829314,,,,0,,,,,,,,,,,,,,,21,12309,
"IL","East North Central","Robinson",11166,1185,0.106125738850081,2,,,0,,,,,,,0.000179115171054988,,,,,17,1581,,21,3934,1581
"IL","East North Central","Rochelle",14246,376,0.0263933735785484,1,,,0,,,1,7.01951424961393e-05,,,7.01951424961393e-05,159,3483,,,18,2858,,21,7943,2858
"IL","East North Central","Rochester",5567,90,0.0161666966049937,,,,0,,,,,,,,,,,,,,,21,9584,
"IL","East North Central","Rock City",1374,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Rock Falls",13982,285,0.0203833500214562,,,,0,,,,,2,0.000143041052782148,,,,53,859,,,,21,8785,
"IL","East North Central","Rock Island",38024,7779,0.204581317062908,,,,0,,,33,0.000867872922364822,3,7.8897538396802e-05,,127,413,52,1368,,,,21,2403,
"IL","East North Central","Rockbridge",318,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Rockford",181218,34385,0.18022257351825,3,,,0,,,136,0.000750477325651977,4,2.20728625191758e-05,1.65546468893818e-05,63,505,51,2764,16,4237,,21,2713,4237
"IL","East North Central","Rockport",407,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Rockton",11345,102,0.00899074482150727,1,,,0,,,,,,,8.81445570736007e-05,,,,,18,2537,,21,11639,2537
"IL","East North Central","Rockwood",550,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Rolling Meadows",21663,934,0.0431149886903938,,,,0,,,2,9.23233162535198e-05,,,,158,3111,,,,,,21,6382,
"IL","East North Central","Rome",45,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Romeoville",40118,4000,0.0997058676903136,,,,0,,,2,4.98529338451568e-05,,,,158,3887,,,,,,21,4081,
"IL","East North Central","Roodhouse",2742,134,0.0488694383661561,,,,0,,,,,,,,,,,,,,,21,6008,
"IL","East North Central","Rosamond",167,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Roscoe",19501,350,0.0179477975488436,,,,0,,,,,,,,,,,,,,,21,9228,
"IL","East North Central","Roselle",24371,929,0.0381190759509253,,,,0,,,5,0.000205161872717574,,,,155,1888,,,,,,21,6766,
"IL","East North Central","Roseville",1429,28,0.019594121763471,,,,0,,,,,,,,,,,,,,,21,8906,
"IL","East North Central","Rosiclare",877,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Rossville",1715,3,0.00174927113702624,,,,0,,,,,,,,,,,,,,,21,15433,
"IL","East North Central","Round Lake",61592,3848,0.0624756461878166,,,,0,,,1,1.62358747889336e-05,1,1.62358747889336e-05,,159,4519,54,2946,,,,21,5293,
"IL","East North Central","Roxana",1511,24,0.0158835208471211,,,,0,,,,,,,,,,,,,,,21,9646,
"IL","East North Central","Royal",314,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Royalton",1476,45,0.0304878048780488,,,,0,,,,,,,,,,,,,,,21,7497,
"IL","East North Central","Rushville",5501,615,0.111797854935466,1,,,0,,,,,,,0.000181785129976368,,,,,18,1555,,21,3776,1555
"IL","East North Central","Rutland",293,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Sadorus",589,1,0.00169779286926995,,,,0,,,,,,,,,,,,,,,21,15467,
"IL","East North Central","Sailor Springs",78,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Saint Anne",4857,541,0.111385628989088,,,,0,,,,,,,,,,,,,,,21,3788,
"IL","East North Central","Saint Augustine",257,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Saint Charles",57517,1042,0.0182739494933906,1,,,0,,,,,,,1.73861640906167e-05,,,,,18,4212,,21,9173,4212
"IL","East North Central","Saint David",509,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Saint Elmo",2077,3,0.00144439094848339,,,,0,,,0,0,,,,160,4605,,,,,,21,15643,
"IL","East North Central","Saint Francisville",1297,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Saint Jacob",2856,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Saint Joseph",6308,21,0.0033291058972733,,,,0,,,2,0.000317057704502219,,,,158,1307,,,,,,21,14401,
"IL","East North Central","Saint Libory",389,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Saint Peter",712,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Sainte Marie",344,1,0.00290697674418605,,,,0,,,,,,,,,,,,,,,21,14677,
"IL","East North Central","Salem",10700,123,0.0114953271028037,1,,,0,,,0,0,,,9.34579439252336e-05,160,4605,,,18,2466,,21,10776,2466
"IL","East North Central","San Jose",963,9,0.00934579439252336,,,,0,,,,,,,,,,,,,,,21,11516,
"IL","East North Central","Sandoval",2437,12,0.00492408699220353,,,,0,,,,,,,,,,,,,,,21,13506,
"IL","East North Central","Sandwich",12054,59,0.00489464078314253,,,,0,,,,,,,,,,,,,,,21,13517,
"IL","East North Central","Saunemin",640,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Savanna",4238,50,0.0117980179329873,1,,,0,,,0,0,,,0.000235960358659745,160,4605,,,18,1224,,21,10677,1224
"IL","East North Central","Savoy",7982,433,0.0542470558757204,,,,0,,,,,,,,,,,,,,,21,5692,
"IL","East North Central","Sawyerville",162,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Saybrook",1046,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Scales Mound",976,8,0.00819672131147541,,,,0,,,,,,,,,,,,,,,21,11950,
"IL","East North Central","Schaumburg",92268,3604,0.0480584032287466,,,,0,,,1,1.08379936706117e-05,,,,159,4577,,,,,,21,6057,
"IL","East North Central","Scheller",828,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Schiller Park",11621,259,0.0222872386197401,,,,0,,,,,,,,,,,,,,,21,8500,
"IL","East North Central","Sciota",249,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Scott Air Force Base",5209,1300,0.249568055288923,,,,0,,,,,,,,,,,,,,,21,1986,
"IL","East North Central","Seaton",433,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Seatonville",330,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Secor",855,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Seneca",3050,8,0.00262295081967213,,,,0,,,,,,,,,,,,,,,21,14850,
"IL","East North Central","Serena",190,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Sesser",2637,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Seward",33,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Seymour",986,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Shabbona",1553,5,0.00321957501609787,,,,0,,,,,,,,,,,,,,,21,14461,
"IL","East North Central","Shannon",1299,4,0.00307929176289453,,,,0,,,,,,,,,,,,,,,21,14555,
"IL","East North Central","Shawneetown",1673,9,0.00537955768081291,2,,,0,,,,,,,0.00119545726240287,,,,,17,101,,21,13271,101
"IL","East North Central","Sheffield",1198,13,0.0108514190317195,,,,0,,,,,,,,,,,,,,,21,10970,
"IL","East North Central","Shelbyville",7046,132,0.0187340334941811,1,,,0,,,,,,,0.000141924496168039,,,,,18,1892,,21,9067,1892
"IL","East North Central","Sheldon",1541,18,0.0116807268007787,,,,0,,,,,,,,,,,,,,,21,10717,
"IL","East North Central","Sheridan",5284,1151,0.21782740348221,,,,0,,,,,,,,,,,,,,,21,2268,
"IL","East North Central","Sherman",5840,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Sherrard",2460,21,0.00853658536585366,,,,0,,,,,,,,,,,,,,,21,11826,
"IL","East North Central","Shipman",2310,93,0.0402597402597403,,,,0,,,,,,,,,,,,,,,21,6600,
"IL","East North Central","Shirland",189,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Shirley",239,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Shobonier",659,28,0.0424886191198786,,,,0,,,,,,,,,,,,,,,21,6432,
"IL","East North Central","Shorewood",19028,939,0.049348328778642,,,,0,,,0,0,,,,160,4605,,,,,,21,5975,
"IL","East North Central","Shumway",724,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Sibley",421,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Sidell",636,0,0,1,,,0,,,,,,,0.00157232704402516,,,,,18,52,,21,16505,52
"IL","East North Central","Sidney",1792,24,0.0133928571428571,,,,0,,,,,,,,,,,,,,,21,10241,
"IL","East North Central","Sigel",942,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Silvis",7732,783,0.10126745990688,,,,0,,,1,0.000129332643559234,,,,159,2587,,,,,,21,4052,
"IL","East North Central","Simpson",610,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Sims",257,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Skokie",59414,4591,0.076134615621295,,,,0,,,1,1.68310499208941e-05,,,,159,4509,,,,,,21,4783,
"IL","East North Central","Smithboro",574,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Smithfield",511,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Smithshire",293,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"IL","East North Central","Smithton",4510,45,0.00997782705099778,,,,0,,,,,,,,,,,,,,,21,11286,
