"state_abbr","division","city","total_population","black_population","perc_black","total_newspapers","black_media_groups","latino_media_groups","black_latino_media","inn_members","nabj_chapters","gun_incidents","gun_incidents_per_capita","murder_by_police","murder_by_police_per_capita","total_newspapers_per_capita","gva_rank","gvpc_rank","pva_rank","pvapc_rank","local_rank","localpc_rank","inn_rank","blm_rank","black_community_rank","newspapers_per_capita_rank"
"AK","Pacific","Deering",143,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Delta Junction",4597,39,0.00848379377855123,1,,,0,,,1,0.000217533173809006,1,0.000217533173809006,0.000217533173809006,159,1807,54,613,18,1333,,21,11844,1333
"AK","Pacific","Denali National Park",883,6,0.00679501698754247,,,,0,,,,,,,,,,,,,,,21,12585,
"AK","Pacific","Dillingham",2499,34,0.0136054421768707,,,,0,,,,,,,,,,,,,,,21,10176,
"AK","Pacific","Douglas",2259,9,0.00398406374501992,,,,0,,,,,,,,,,,,,,,21,14014,
"AK","Pacific","Dutch Harbor",219,1,0.0045662100456621,,,,0,,,,,,,,,,,,,,,21,13695,
"AK","Pacific","Eagle",138,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Eagle River",28462,764,0.0268428079544656,2,,,0,,,0,0,1,3.51345653854262e-05,7.02691307708524e-05,160,4605,54,2326,17,2856,,21,7873,2856
"AK","Pacific","Eek",549,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Egegik",58,9,0.155172413793103,,,,0,,,,,,,,,,,,,,,21,3042,
"AK","Pacific","Eielson AFB",3267,96,0.0293847566574839,,,,0,,,,,,,,,,,,,,,21,7621,
"AK","Pacific","Ekwok",78,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Elfin Cove",67,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Elim",268,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Elmendorf AFB",6671,952,0.142707240293809,,,,0,,,,,,,,,,,,,,,21,3244,
"AK","Pacific","Emmonak",866,3,0.00346420323325635,,,,0,,,,,,,,,,,,,,,21,14311,
"AK","Pacific","Fairbanks",62590,2016,0.0231702756138446,1,,,0,,,5,7.98849656494648e-05,8,0.000127815945039144,1.5976993129893e-05,155,3301,47,946,18,4260,,21,8385,4260
"AK","Pacific","False Pass",56,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Fort Richardson",6245,529,0.0847077662129704,,,,0,,,,,,,,,,,,,,,21,4498,
"AK","Pacific","Fort Wainwright",9117,1350,0.148075024679171,,,,0,,,,,,,,,,,,,,,21,3160,
"AK","Pacific","Fort Yukon",561,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Gakona",332,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Galena",495,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Gambell",591,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Girdwood",1742,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Glennallen",906,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Goodnews Bay",182,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Grayling",183,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Gustavus",454,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Haines",2590,0,0,1,,,0,,,,,,,0.000386100386100386,,,,,18,736,,21,16505,736
"AK","Pacific","Healy",990,8,0.00808080808080808,,,,0,,,,,,,,,,,,,,,21,11996,
"AK","Pacific","Holy Cross",220,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Homer",10597,60,0.00566197980560536,2,,,0,,,,,,,0.000188732660186845,,,,,17,1505,,21,13131,1505
"AK","Pacific","Hoonah",808,8,0.0099009900990099,,,,0,,,,,,,,,,,,,,,21,11322,
"AK","Pacific","Hooper Bay",1141,3,0.00262927256792287,,,,0,,,,,,,,,,,,,,,21,14846,
"AK","Pacific","Hope",102,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Houston",1495,24,0.0160535117056856,,,,0,,,1,0.000668896321070234,,,,159,585,,,,,,21,9610,
"AK","Pacific","Hughes",72,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Huslia",369,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Hydaburg",342,4,0.0116959064327485,,,,0,,,,,,,,,,,,,,,21,10713,
"AK","Pacific","Hyder",14,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Iliamna",366,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Indian",332,11,0.0331325301204819,,,,0,,,,,,,,,,,,,,,21,7228,
"AK","Pacific","Juneau",29968,311,0.0103777362520021,2,,,0,1,,1,3.33689268553123e-05,1,3.33689268553123e-05,6.67378537106247e-05,159,4221,54,2382,17,2926,10,21,11134,2926
"AK","Pacific","Kake",585,3,0.00512820512820513,,,,0,,,,,,,,,,,,,,,21,13391,
"AK","Pacific","Kaktovik",178,2,0.0112359550561798,,,,0,,,,,,,,,,,,,,,21,10855,
"AK","Pacific","Kalskag",236,1,0.00423728813559322,,,,0,,,,,,,,,,,,,,,21,13863,
"AK","Pacific","Kaltag",180,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Kasigluk",543,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Kasilof",2101,0,0,,,,0,,,1,0.000475963826749167,1,0.000475963826749167,,159,843,54,281,,,,21,16505,
"AK","Pacific","Kenai",15366,112,0.00728881947156059,1,,,0,,,1,6.5078745281791e-05,,,6.5078745281791e-05,159,3573,,,18,2960,,21,12367,2960
"AK","Pacific","Ketchikan",13822,107,0.00774128201418029,1,,,0,,,,,,,7.23484300390682e-05,,,,,18,2803,,21,12157,2803
"AK","Pacific","Kiana",320,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","King Cove",1147,27,0.023539668700959,,,,0,,,,,,,,,,,,,,,21,8328,
"AK","Pacific","King Salmon",439,5,0.0113895216400911,,,,0,,,,,,,,,,,,,,,21,10816,
"AK","Pacific","Kipnuk",511,2,0.00391389432485323,,,,0,,,,,,,,,,,,,,,21,14044,
"AK","Pacific","Kivalina",683,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Klawock",908,6,0.0066079295154185,,,,0,,,,,,,,,,,,,,,21,12677,
"AK","Pacific","Kobuk",140,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Kodiak",12839,45,0.00350494586805826,1,,,0,,,2,0.0001557753719137,,,7.78876859568502e-05,158,2307,,,18,2709,,21,14281,2709
"AK","Pacific","Kotlik",853,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Kotzebue",3372,93,0.0275800711743772,,,,0,,,0,0,,,,160,4605,,,,,,21,7784,
"AK","Pacific","Koyuk",291,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Koyukuk",58,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Kwethluk",613,0,0,,,,0,,,0,0,,,,160,4605,,,,,,21,16505,
"AK","Pacific","Kwigillingok",399,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Lake Minchumina",23,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Larsen Bay",42,1,0.0238095238095238,,,,0,,,,,,,,,,,,,,,21,8281,
"AK","Pacific","Levelock",67,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Lower Kalskag",270,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Manley Hot Springs",45,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Manokotak",733,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Marshall",261,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","McGrath",379,1,0.00263852242744063,,,,0,,,,,,,,,,,,,,,21,14840,
"AK","Pacific","Mekoryuk",248,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Metlakatla",1654,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Meyers Chuck",0,0,,,,,0,,,,,,,,,,,,,,,21,,
"AK","Pacific","Minto",177,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Moose Pass",331,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Mountain Village",784,32,0.0408163265306122,,,,0,,,1,0.00127551020408163,,,,159,262,,,,,,21,6554,
"AK","Pacific","Naknek",468,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Napakiak",400,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Nenana",504,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","New Stuyahok",546,41,0.0750915750915751,,,,0,,,2,0.00366300366300366,,,,158,70,,,,,,21,4817,
"AK","Pacific","Nightmute",175,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Nikolai",143,2,0.013986013986014,,,,0,,,,,,,,,,,,,,,21,10077,
"AK","Pacific","Nikolski",21,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Ninilchik",1111,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Noatak",415,1,0.00240963855421687,,,,0,,,,,,,,,,,,,,,21,14998,
"AK","Pacific","Nome",4346,76,0.0174873446847676,1,,,0,,,,,,,0.000230096640589047,,,,,18,1265,,21,9303,1265
"AK","Pacific","Nondalton",138,1,0.0072463768115942,,,,0,,,,,,,,,,,,,,,21,12387,
"AK","Pacific","Noorvik",623,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","North Pole",23131,950,0.0410704249708184,,,,0,,,,,2,8.6464052570144e-05,,,,53,1288,,,,21,6538,
"AK","Pacific","Northway",459,0,0,,,,0,,,1,0.00217864923747277,,,,159,125,,,,,,21,16505,
"AK","Pacific","Nuiqsut",496,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Nulato",236,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Nunapitchuk",990,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Old Harbor",231,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Ouzinkie",161,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Palmer",30540,359,0.0117550753110675,,,,0,,,4,0.000130975769482646,3,9.82318271119843e-05,,156,2568,52,1183,,,,21,10690,
"AK","Pacific","Pedro Bay",31,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Pelican",91,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Perryville",97,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Petersburg",3257,33,0.0101320233343568,1,,,0,,,,,,,0.000307031010132023,,,,,18,950,,21,11222,950
"AK","Pacific","Pilot Point",110,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Pilot Station",573,0,0,,,,0,,,0,0,1,0.00174520069808028,,160,4605,54,63,,,,21,16505,
"AK","Pacific","Platinum",13,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Point Baker",0,0,,,,,0,,,,,,,,,,,,,,,21,,
"AK","Pacific","Point Hope",636,3,0.00471698113207547,,,,0,,,,,,,,,,,,,,,21,13608,
"AK","Pacific","Point Lay",227,4,0.0176211453744493,,,,0,,,,,,,,,,,,,,,21,9284,
"AK","Pacific","Port Alexander",88,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Port Alsworth",134,6,0.0447761194029851,,,,0,,,,,,,,,,,,,,,21,6264,
"AK","Pacific","Port Heiden",88,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Port Lions",178,0,0,,,,0,,,1,0.00561797752808989,,,,159,44,,,,,,21,16505,
"AK","Pacific","Prudhoe Bay",1314,28,0.0213089802130898,,,,0,,,,,,,,,,,,,,,21,8639,
"AK","Pacific","Quinhagak",876,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Rampart",57,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Red Devil",23,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Ruby",185,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Russian Mission",257,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Saint George Island",76,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Saint Marys",902,0,0,,,,0,,,,,1,0.00110864745011086,,,,54,120,,,,21,16505,
"AK","Pacific","Saint Michael",427,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Saint Paul Island",395,7,0.0177215189873418,,,,0,,,,,,,,,,,,,,,21,9273,
"AK","Pacific","Salcha",1160,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Sand Point",1309,10,0.00763941940412529,,,,0,,,,,,,,,,,,,,,21,12208,
"AK","Pacific","Savoonga",975,4,0.0041025641025641,,,,0,,,,,,,,,,,,,,,21,13939,
"AK","Pacific","Scammon Bay",605,2,0.00330578512396694,,,,0,,,,,,,,,,,,,,,21,14412,
"AK","Pacific","Selawik",792,0,0,,,,0,,,0,0,,,,160,4605,,,,,,21,16505,
"AK","Pacific","Seldovia",365,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Seward",4309,66,0.0153167788349965,1,,,0,,,0,0,1,0.000232072406590856,0.000232072406590856,160,4605,54,584,18,1249,,21,9756,1249
"AK","Pacific","Shageluk",61,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Shaktoolik",302,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Sheldon Point",158,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Shishmaref",498,2,0.00401606425702811,,,,0,,,1,0.00200803212851406,,,,159,140,,,,,,21,13996,
"AK","Pacific","Shungnak",292,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Sitka",8640,80,0.00925925925925926,1,,,0,,,,,,,0.000115740740740741,,,,,18,2159,,21,11555,2159
"AK","Pacific","Skagway",1107,44,0.039747064137308,,,,0,,,,,,,,,,,,,,,21,6638,
"AK","Pacific","Skwentna",83,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Sleetmute",94,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Soldotna",17014,127,0.00746444104854825,,,,0,,,1,5.87751263665217e-05,,,,159,3699,,,,,,21,12287,
"AK","Pacific","South Naknek",46,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Stebbins",615,10,0.016260162601626,,,,0,,,0,0,,,,160,4605,,,,,,21,9569,
"AK","Pacific","Sterling",3190,0,0,,,,0,,,0,0,1,0.000313479623824451,,160,4605,54,448,,,,21,16505,
"AK","Pacific","Stevens Village",15,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Sutton",1401,10,0.00713775874375446,,,,0,,,0,0,1,0.000713775874375446,,160,4605,54,183,,,,21,12426,
"AK","Pacific","Talkeetna",1721,11,0.00639163277164439,,,,0,,,0,0,,,,160,4605,,,,,,21,12769,
"AK","Pacific","Tanacross",153,6,0.0392156862745098,,,,0,,,,,,,,,,,,,,,21,6686,
"AK","Pacific","Tanana",214,1,0.00467289719626168,,,,0,,,,,,,,,,,,,,,21,13634,
"AK","Pacific","Tatitlek",73,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Teller",238,3,0.0126050420168067,,,,0,,,,,,,,,,,,,,,21,10466,
"AK","Pacific","Tenakee Springs",137,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Thorne Bay",605,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Togiak",882,3,0.00340136054421769,,,,0,,,,,,,,,,,,,,,21,14340,
"AK","Pacific","Tok",1776,0,0,,,,0,,,0,0,,,,160,4605,,,,,,21,16505,
"AK","Pacific","Toksook Bay",546,2,0.00366300366300366,,,,0,,,,,,,,,,,,,,,21,14192,
"AK","Pacific","Trapper Creek",416,15,0.0360576923076923,,,,0,,,,,,,,,,,,,,,21,6973,
"AK","Pacific","Tuluksak",319,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Tuntutuliak",675,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Tununak",401,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Tyonek",526,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Unalakleet",713,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Unalaska",4505,151,0.0335183129855716,,,,0,,,,,,,,,,,,,,,21,7191,
"AK","Pacific","Valdez",3869,5,0.0012923235978289,1,,,0,,,,,,,0.000258464719565779,,,,,18,1127,,21,15763,1127
"AK","Pacific","Venetie",125,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Wainwright",494,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Wales",184,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Wasilla",64062,856,0.0133620555087259,1,,,0,,,6,9.36592675845275e-05,8,0.000124879023446037,1.56098779307546e-05,154,3094,47,967,18,4276,,21,10255,4276
"AK","Pacific","White Mountain",156,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AK","Pacific","Whittier",318,8,0.0251572327044025,,,,0,,,,,,,,,,,,,,,21,8099,
"AK","Pacific","Willow",2541,7,0.00275482093663912,,,,0,,,0,0,,,,160,4605,,,,,,21,14770,
"AK","Pacific","Wrangell",2502,1,0.000399680255795364,1,,,0,,,,,,,0.000399680255795364,,,,,18,713,,21,16379,713
"AK","Pacific","Yakutat",649,5,0.00770416024653313,,,,0,,,,,,,,,,,,,,,21,12178,
"AL",,"Choccolocco",0,0,,,,,0,,,1,0,,,,159,4605,,,,,,21,,
"AL",,"Clay",0,0,,,,,0,,,2,0,,,,158,4605,,,,,,21,,
"AL","East South Central","Abbeville",6275,2006,0.319681274900398,1,,,0,,,,,1,0.000159362549800797,0.000159362549800797,,,54,782,18,1739,,21,1501,1739
"AL","East South Central","Adamsville",7344,3045,0.414624183006536,,,,0,,,1,0.000136165577342048,,,,159,2510,,,,,,21,1021,
"AL","East South Central","Addison",2786,0,0,,,,0,,,2,0.000717875089734386,,,,158,534,,,,,,21,16505,
"AL","East South Central","Adger",2883,73,0.0253208463406174,,,,0,,,1,0.000346860908775581,,,,159,1189,,,,,,21,8078,
"AL","East South Central","Akron",972,424,0.436213991769547,,,,0,,,7,0.00720164609053498,,,,153,30,,,,,,21,940,
"AL","East South Central","Alabaster",26332,3761,0.142830016709707,,,,0,,,3,0.000113929819231353,,,,157,2791,,,,,,21,3243,
"AL","East South Central","Alberta",963,934,0.969885773624091,,,,0,,,,,,,,,,,,,,,21,11,
"AL","East South Central","Albertville",33553,833,0.0204387647446009,1,,,0,,,2,5.96071886269484e-05,1,2.98035943134742e-05,2.98035943134742e-05,158,3684,54,2511,18,3852,,21,8775,3852
"AL","East South Central","Alexander City",20613,6361,0.30859166545384,3,,,0,,,4,0.000194052297094067,1,4.85130742735167e-05,0.00014553922282055,156,1980,54,1924,16,1860,,21,1570,1860
"AL","East South Central","Alexandria",4768,593,0.124370805369128,,,,0,,,0,0,,,,160,4605,,,,,,21,3533,
"AL","East South Central","Aliceville",6730,4420,0.656760772659733,,,,0,,,0,0,,,,160,4605,,,,,,21,348,
"AL","East South Central","Allgood",46,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AL","East South Central","Alpine",4963,2287,0.460809993955269,,,,0,,,,,,,,,,,,,,,21,840,
"AL","East South Central","Altoona",7879,37,0.00469602741464653,,,,0,,,,,,,,,,,,,,,21,13619,
"AL","East South Central","Andalusia",20335,2790,0.136454358552321,1,,,0,,,2,9.83525940496681e-05,,,4.9176297024834e-05,158,3016,,,18,3332,,21,3338,3332
"AL","East South Central","Anderson",1823,0,0,,,,0,,,,,,,,,,,,,,,21,16505,
"AL","East South Central","Anniston",68224,18999,0.317155864129435,2,,,0,,,2,2.93151969981238e-05,4,5.86303939962477e-05,2.93151969981238e-05,158,4292,51,1721,17,3867,,21,1515,3867
"AL","East South Central","Arab",17208,69,0.00400976290097629,1,,,0,,,5,0.000290562529056253,1,5.81125058112506e-05,5.81125058112506e-05,155,1411,54,1724,18,3113,,21,14001,3113
"AL","East South Central","Ardmore",5076,388,0.0764381402679275,,,,0,,,,,,,,,,,,,,,21,4773,
"AL","East South Central","Ariton",2426,105,0.0432811211871393,,,,0,,,0,0,,,,160,4605,,,,,,21,6371,
"AL","East South Central","Arley",3399,1,0.000294204177699323,,,,0,,,,,,,,,,,,,,,21,16431,
"AL","East South Central","Arlington",441,96,0.217687074829932,,,,0,,,,,,,,,,,,,,,21,2272,
"AL","East South Central","Ashford",6285,920,0.146380270485282,,,,0,,,1,0.000159108989657916,1,0.000159108989657916,,159,2287,54,783,,,,21,3195,
"AL","East South Central","Ashland",4400,473,0.1075,,,,0,,,1,0.000227272727272727,,,,159,1739,,,,,,21,3889,
"AL","East South Central","Ashville",7519,883,0.117435829232611,,,,0,,,3,0.000398989227290863,1,0.000132996409096954,,157,1038,54,918,,,,21,3668,
"AL","East South Central","Athens",60487,7830,0.102674266213932,1,,,0,,,9,0.000148792302478218,,,1.65324780531354e-05,151,2375,,,18,4240,,21,4018,4240
"AL","East South Central","Atmore",18113,7505,0.41434328935019,1,,,0,,,2,0.000110417931872136,1,5.5208965936068e-05,5.5208965936068e-05,158,2840,54,1785,18,3181,,21,1023,3181
"AL","East South Central","Attalla",11834,1444,0.122021294574954,,,,0,,,,,,,,,,,,,,,21,3575,
