"state_abbr","division","County","City","zip","longitude","latitude"
"AK","Pacific","Aleutians East Borough","Akutan","99553",-165.5,54.1
"AK","Pacific","Aleutians East Borough","Cold Bay","99571",-161,55
"AK","Pacific","Aleutians East Borough","False Pass","99583",-164,54.7
"AK","Pacific","Aleutians East Borough","King Cove","99612",-161,56
"AK","Pacific","Aleutians East Borough","Sand Point","99661",-160.5,55.3
"AK","Pacific","Aleutians West Census Area","Adak","99546",0,52
"AK","Pacific","Aleutians West Census Area","Dutch Harbor","99692",-166.5,53.7
"AK","Pacific","Aleutians West Census Area","Saint George Island","99591",-169.6,56.6
"AK","Pacific","Aleutians West Census Area","Saint Paul Island","99660",-170.2,57.2
"AK","Pacific","Aleutians West Census Area","Unalaska","99685",-167,53.6
"AK","Pacific","Anchorage Municipality","Anchorage","99501",-149.8,61.3
"AK","Pacific","Anchorage Municipality","Anchorage","99502",-150.1,61.2
"AK","Pacific","Anchorage Municipality","Anchorage","99503",-149.89,61.19
"AK","Pacific","Anchorage Municipality","Anchorage","99504",-149.73,61.21
"AK","Pacific","Anchorage Municipality","Anchorage","99507",-149.7,61.2
"AK","Pacific","Anchorage Municipality","Anchorage","99508",-149.82,61.21
"AK","Pacific","Anchorage Municipality","Anchorage","99515",-149.8,61.1
"AK","Pacific","Anchorage Municipality","Anchorage","99516",-149.7,61.1
"AK","Pacific","Anchorage Municipality","Anchorage","99517",-149.95,61.19
"AK","Pacific","Anchorage Municipality","Anchorage","99518",-149.89,61.16
"AK","Pacific","Anchorage Municipality","Chugiak","99567",-149.4,61.3
"AK","Pacific","Anchorage Municipality","Eagle River","99577",-149.1,61.1
"AK","Pacific","Anchorage Municipality","Girdwood","99587",-149,60.8
"AK","Pacific","Anchorage Municipality","Indian","99540",-149.5,61
"AK","Pacific","Anchorage Municipality","Jber","99505",-149.69,61.26
"AK","Pacific","Anchorage Municipality","Jber","99506",-149.79,61.26
"AK","Pacific","Bethel Census Area","Akiachak","99551",-161.4,60.9
"AK","Pacific","Bethel Census Area","Akiak","99552",-161.19,60.89
"AK","Pacific","Bethel Census Area","Aniak","99557",-157,62
"AK","Pacific","Bethel Census Area","Bethel","99559",-161,61
"AK","Pacific","Bethel Census Area","Chefornak","99561",-164.25,60.15
"AK","Pacific","Bethel Census Area","Crooked Creek","99575",-158.1317,61.8612
"AK","Pacific","Bethel Census Area","Eek","99578",-161,60
"AK","Pacific","Bethel Census Area","Goodnews Bay","99589",-161.58,59.13
"AK","Pacific","Bethel Census Area","Kalskag","99607",-160.33,61.54
"AK","Pacific","Bethel Census Area","Kasigluk","99609",-162.517,60.895
"AK","Pacific","Bethel Census Area","Kipnuk","99614",-163,61
"AK","Pacific","Bethel Census Area","Kwethluk","99621",-161.43,60.8
"AK","Pacific","Bethel Census Area","Kwigillingok","99622",-163,60
"AK","Pacific","Bethel Census Area","Lower Kalskag","99626",-160.36,61.52
"AK","Pacific","Bethel Census Area","Mekoryuk","99630",-169,60
"AK","Pacific","Bethel Census Area","Napakiak","99634",-161,60
"AK","Pacific","Bethel Census Area","Nightmute","99690",-164.8,60.5
"AK","Pacific","Bethel Census Area","Nunapitchuk","99641",-162.46,60.89
"AK","Pacific","Bethel Census Area","Quinhagak","99655",-161.7,59.4
"AK","Pacific","Bethel Census Area","Sleetmute","99668",-157,61.6
"AK","Pacific","Bethel Census Area","Toksook Bay","99637",-165.1,60.5
"AK","Pacific","Bethel Census Area","Tuluksak","99679",-160.95,61.11
"AK","Pacific","Bethel Census Area","Tuntutuliak","99680",-162.664,60.343
"AK","Pacific","Bethel Census Area","Tununak","99681",-164.8,60.6
"AK","Pacific","Bristol Bay Borough","King Salmon","99613",-156.68,58.7
"AK","Pacific","Bristol Bay Borough","Naknek","99633",-156.7,58.8
"AK","Pacific","Denali Borough","Anderson","99744",-149.5,64.1
"AK","Pacific","Denali Borough","Clear","99704",-149.2,64.29
"AK","Pacific","Denali Borough","Denali National Park","99755",-151,64
"AK","Pacific","Denali Borough","Healy","99743",-148,64
"AK","Pacific","Dillingham Census Area","Aleknagik","99555",-158.62,59.29
"AK","Pacific","Dillingham Census Area","Dillingham","99576",-158.5,59
"AK","Pacific","Dillingham Census Area","Ekwok","99580",-157.49,59.36
"AK","Pacific","Dillingham Census Area","Manokotak","99628",-158,60
"AK","Pacific","Dillingham Census Area","New Stuyahok","99636",-157.31,59.45
"AK","Pacific","Dillingham Census Area","Togiak","99678",-161,59
"AK","Pacific","Fairbanks North Star Borough","Eielson Afb","99702",-147.08,64.69
"AK","Pacific","Fairbanks North Star Borough","Fairbanks","99701",-147.3,64.6
"AK","Pacific","Fairbanks North Star Borough","Fairbanks","99709",-147.7,64.6
"AK","Pacific","Fairbanks North Star Borough","Fairbanks","99712",-146,65
"AK","Pacific","Fairbanks North Star Borough","Fairbanks","99775",-147.82,64.86
"AK","Pacific","Fairbanks North Star Borough","Fort Wainwright","99703",-147.2,64.6
"AK","Pacific","Fairbanks North Star Borough","North Pole","99705",-147.3,64.7
"AK","Pacific","Fairbanks North Star Borough","Salcha","99714",-146.5,64.5
"AK","Pacific","Haines Borough","Haines","99827",-135,59
"AK","Pacific","Hoonah-Angoon Census Area","Angoon","99820",-134,58
"AK","Pacific","Hoonah-Angoon Census Area","Elfin Cove","99825",-136.32,58.18
"AK","Pacific","Hoonah-Angoon Census Area","Gustavus","99826",-137,59
"AK","Pacific","Hoonah-Angoon Census Area","Hoonah","99829",-135.7,58
"AK","Pacific","Hoonah-Angoon Census Area","Pelican","99832",-136.22,57.96
"AK","Pacific","Hoonah-Angoon Census Area","Tenakee Springs","99841",-135.201,57.775
"AK","Pacific","Juneau City and Borough","Douglas","99824",-134.39,58.25
"AK","Pacific","Juneau City and Borough","Juneau","99801",-134,58
"AK","Pacific","Kenai Peninsula Borough","Anchor Point","99556",-151.7,59.8
"AK","Pacific","Kenai Peninsula Borough","Clam Gulch","99568",-151.4,60.2
"AK","Pacific","Kenai Peninsula Borough","Cooper Landing","99572",-150.1,60.5
"AK","Pacific","Kenai Peninsula Borough","Homer","99603",-151,60
"AK","Pacific","Kenai Peninsula Borough","Hope","99605",-149.6,60.8
"AK","Pacific","Kenai Peninsula Borough","Kasilof","99610",-151.2,60.2
"AK","Pacific","Kenai Peninsula Borough","Kenai","99611",-150.5,60.7
"AK","Pacific","Kenai Peninsula Borough","Moose Pass","99631",-149.4,60.7
"AK","Pacific","Kenai Peninsula Borough","Ninilchik","99639",-151.5,60
"AK","Pacific","Kenai Peninsula Borough","Seldovia","99663",-151.71,59.44
"AK","Pacific","Kenai Peninsula Borough","Seward","99664",-149.1,60.3
"AK","Pacific","Kenai Peninsula Borough","Soldotna","99669",-150.9,60.4
"AK","Pacific","Kenai Peninsula Borough","Sterling","99672",-150.5,60.6
"AK","Pacific","Kenai Peninsula Borough","Tyonek","99682",-153,60
"AK","Pacific","Ketchikan Gateway Borough","Ketchikan","99901",-131.4,55.6
"AK","Pacific","Kodiak Island Borough","Kodiak","99615",-153,57
"AK","Pacific","Kodiak Island Borough","Old Harbor","99643",-153.3057,57.2022
"AK","Pacific","Kodiak Island Borough","Ouzinkie","99644",-152.42,57.93
"AK","Pacific","Kodiak Island Borough","Port Lions","99550",-153,58
"AK","Pacific","Lake and Peninsula Borough","Chignik","99564",-158.4,56.3
"AK","Pacific","Lake and Peninsula Borough","Chignik Lagoon","99565",-158.8,56.6
"AK","Pacific","Lake and Peninsula Borough","Egegik","99579",-157.4,58.2
"AK","Pacific","Lake and Peninsula Borough","Iliamna","99606",-154.1,59.5
"AK","Pacific","Lake and Peninsula Borough","Levelock","99625",-156,59
"AK","Pacific","Lake and Peninsula Borough","Nondalton","99640",-154.849,59.972
"AK","Pacific","Lake and Peninsula Borough","Perryville","99648",-159,56
"AK","Pacific","Lake and Peninsula Borough","Pilot Point","99649",-157.6,57.6
"AK","Pacific","Lake and Peninsula Borough","Port Alsworth","99653",-155,60
"AK","Pacific","Lake and Peninsula Borough","Port Heiden","99549",-157,57
"AK","Pacific","Matanuska-Susitna Borough","Big Lake","99652",-149.983,61.484
"AK","Pacific","Matanuska-Susitna Borough","Cantwell","99729",-148.7,63.5
"AK","Pacific","Matanuska-Susitna Borough","Houston","99694",-149.786,61.613
"AK","Pacific","Matanuska-Susitna Borough","Palmer","99645",-148,62
"AK","Pacific","Matanuska-Susitna Borough","Skwentna","99667",-151.8,62.2
"AK","Pacific","Matanuska-Susitna Borough","Sutton","99674",-148.3,61.8
"AK","Pacific","Matanuska-Susitna Borough","Talkeetna","99676",-148,63
"AK","Pacific","Matanuska-Susitna Borough","Trapper Creek","99683",-151,62
"AK","Pacific","Matanuska-Susitna Borough","Wasilla","99654",-149.4,61.6
"AK","Pacific","Matanuska-Susitna Borough","Willow","99688",-150.08,61.73
"AK","Pacific","Nome Census Area","Brevig Mission","99785",-167,66
"AK","Pacific","Nome Census Area","Elim","99739",-162.4,64.6
"AK","Pacific","Nome Census Area","Gambell","99742",-171.69,63.75
"AK","Pacific","Nome Census Area","Koyuk","99753",-162,65
"AK","Pacific","Nome Census Area","Nome","99762",-165,66
"AK","Pacific","Nome Census Area","Saint Michael","99659",-161.7,63.3
"AK","Pacific","Nome Census Area","Savoonga","99769",-170,63
"AK","Pacific","Nome Census Area","Shaktoolik","99771",-160,65
"AK","Pacific","Nome Census Area","Shishmaref","99772",-166.5,66.1
"AK","Pacific","Nome Census Area","Stebbins","99671",-162.4,63.5
"AK","Pacific","Nome Census Area","Teller","99778",-166.34,65.26
"AK","Pacific","Nome Census Area","Unalakleet","99684",-160.7,63.5
"AK","Pacific","Nome Census Area","Wales","99783",-168,65
"AK","Pacific","Nome Census Area","White Mountain","99784",-163.6,64.6
"AK","Pacific","North Slope Borough","Anaktuvuk Pass","99721",-151.73,68.147
"AK","Pacific","North Slope Borough","Anchorage","99510",-149.858,61.218
"AK","Pacific","North Slope Borough","Anchorage","99519",-149.858,61.218
"AK","Pacific","North Slope Borough","Atqasuk","99791",-158,70
"AK","Pacific","North Slope Borough","Barrow","99723",-156,71
"AK","Pacific","North Slope Borough","Kaktovik","99747",-143.7,70.1
"AK","Pacific","North Slope Borough","Nuiqsut","99789",-150.99,70.22
"AK","Pacific","North Slope Borough","Point Hope","99766",-166.6,68.4
"AK","Pacific","North Slope Borough","Point Lay","99759",-163,70
"AK","Pacific","North Slope Borough","Prudhoe Bay","99734",-148,69
"AK","Pacific","North Slope Borough","Wainwright","99782",-161,70
"AK","Pacific","Northwest Arctic Borough","Ambler","99786",-157.86,67.08
"AK","Pacific","Northwest Arctic Borough","Buckland","99727",-162,66
"AK","Pacific","Northwest Arctic Borough","Deering","99736",-163,66
"AK","Pacific","Northwest Arctic Borough","Kiana","99749",-161.1,66.9
"AK","Pacific","Northwest Arctic Borough","Kivalina","99750",-164,67
"AK","Pacific","Northwest Arctic Borough","Kobuk","99751",-159,67
"AK","Pacific","Northwest Arctic Borough","Kotzebue","99752",-159,66
"AK","Pacific","Northwest Arctic Borough","Noatak","99761",-163,68
"AK","Pacific","Northwest Arctic Borough","Noorvik","99763",-160.6,66.8
"AK","Pacific","Northwest Arctic Borough","Selawik","99770",-160.1,66.6
"AK","Pacific","Northwest Arctic Borough","Shungnak","99773",-157.15,66.88
"AK","Pacific","Petersburg Census Area","Kake","99830",-133.5,56.8
"AK","Pacific","Petersburg Census Area","Petersburg","99833",-133,57
"AK","Pacific","Petersburg Census Area","Port Alexander","99836",-134.64,56.22
"AK","Pacific","Prince of Wales-Hyder Census Area","Coffman Cove","99918",-132.83,56.01
"AK","Pacific","Prince of Wales-Hyder Census Area","Craig","99921",-133.13,55.49
"AK","Pacific","Prince of Wales-Hyder Census Area","Hydaburg","99922",-132.9,55.2
"AK","Pacific","Prince of Wales-Hyder Census Area","Klawock","99925",-133.08,55.55
"AK","Pacific","Prince of Wales-Hyder Census Area","Thorne Bay","99919",-132.4,55.6
"AK","Pacific","Prince of Wales-Outer Ketchikan Borough","Metlakatla","99926",-131.4,55.1
"AK","Pacific","Sitka City and Borough","Sitka","99835",-136,57
"AK","Pacific","Skagway Municipality","Skagway","99840",-135.4,59.6
"AK","Pacific","Southeast Fairbanks Census Area","Delta Junction","99737",-144,64
"AK","Pacific","Southeast Fairbanks Census Area","Eagle","99738",-141.203,64.788
"AK","Pacific","Southeast Fairbanks Census Area","Northway","99764",-141.929,62.96
"AK","Pacific","Southeast Fairbanks Census Area","Tanacross","99776",-143.347,63.385
"AK","Pacific","Southeast Fairbanks Census Area","Tok","99780",-142,63
"AK","Pacific","Valdez-Cordova Census Area","Chitina","99566",-144.438,61.515
"AK","Pacific","Valdez-Cordova Census Area","Copper Center","99573",-145,62
"AK","Pacific","Valdez-Cordova Census Area","Cordova","99574",-143,60
"AK","Pacific","Valdez-Cordova Census Area","Gakona","99586",-143,62
"AK","Pacific","Valdez-Cordova Census Area","Glennallen","99588",-146,63
"AK","Pacific","Valdez-Cordova Census Area","Tatitlek","99677",-146.695,60.891
"AK","Pacific","Valdez-Cordova Census Area","Valdez","99686",-146,61
"AK","Pacific","Valdez-Cordova Census Area","Whittier","99693",-148,60
"AK","Pacific","Wade Hampton Census Area","Alakanuk","99554",-164.7,62.7
"AK","Pacific","Wade Hampton Census Area","Chevak","99563",-165.59,61.53
"AK","Pacific","Wade Hampton Census Area","Emmonak","99581",-164.4,63
"AK","Pacific","Wade Hampton Census Area","Hooper Bay","99604",-165.5,61.4
"AK","Pacific","Wade Hampton Census Area","Kotlik","99620",-163,63
"AK","Pacific","Wade Hampton Census Area","Marshall","99585",-163,62
"AK","Pacific","Wade Hampton Census Area","Mountain Village","99632",-165,62
"AK","Pacific","Wade Hampton Census Area","Nunam Iqua","99666",-164.843,62.529
"AK","Pacific","Wade Hampton Census Area","Pilot Station","99650",-162.89,61.94
"AK","Pacific","Wade Hampton Census Area","Russian Mission","99657",-160.8,61.8
"AK","Pacific","Wade Hampton Census Area","Saint Marys","99658",-163.4,62.1
"AK","Pacific","Wade Hampton Census Area","Scammon Bay","99662",-165.59,61.84
"AK","Pacific","Wrangell City and Borough","Wrangell","99929",-132,56
"AK","Pacific","Yakutat City and Borough","Yakutat","99689",-141,60
"AK","Pacific","Yukon-Koyukuk Census Area","Allakaket","99720",-152.8,66.5
"AK","Pacific","Yukon-Koyukuk Census Area","Anvik","99558",-160,63
"AK","Pacific","Yukon-Koyukuk Census Area","Arctic Village","99722",-143,68
"AK","Pacific","Yukon-Koyukuk Census Area","Beaver","99724",-147.406,66.361
"AK","Pacific","Yukon-Koyukuk Census Area","Bettles Field","99726",-148,68
"AK","Pacific","Yukon-Koyukuk Census Area","Chalkyitsik","99788",-143,66
"AK","Pacific","Yukon-Koyukuk Census Area","Circle","99733",-144.066,65.824
"AK","Pacific","Yukon-Koyukuk Census Area","Fort Yukon","99740",-145.25,66.58
"AK","Pacific","Yukon-Koyukuk Census Area","Galena","99741",-157.7,64.8
"AK","Pacific","Yukon-Koyukuk Census Area","Grayling","99590",-160.068,62.91
"AK","Pacific","Yukon-Koyukuk Census Area","Holy Cross","99602",-159,63
"AK","Pacific","Yukon-Koyukuk Census Area","Hughes","99745",-154,65
"AK","Pacific","Yukon-Koyukuk Census Area","Huslia","99746",-156.35,65.7
"AK","Pacific","Yukon-Koyukuk Census Area","Kaltag","99748",-158.75,64.32
"AK","Pacific","Yukon-Koyukuk Census Area","Koyukuk","99754",-157.6,64.9
"AK","Pacific","Yukon-Koyukuk Census Area","Mc Grath","99627",-155,63
"AK","Pacific","Yukon-Koyukuk Census Area","Minto","99758",-149,65
"AK","Pacific","Yukon-Koyukuk Census Area","Nenana","99760",-149.09,64.54
"AK","Pacific","Yukon-Koyukuk Census Area","Nikolai","99691",-154.38,63.01
"AK","Pacific","Yukon-Koyukuk Census Area","Nulato","99765",-158.2,64.7
"AK","Pacific","Yukon-Koyukuk Census Area","Rampart","99767",-150,65
"AK","Pacific","Yukon-Koyukuk Census Area","Ruby","99768",-154.9,64.5
"AK","Pacific","Yukon-Koyukuk Census Area","Shageluk","99665",-160,63
"AK","Pacific","Yukon-Koyukuk Census Area","Tanana","99777",-155,65
"AK","Pacific","Yukon-Koyukuk Census Area","Venetie","99781",-145,68
"AL","East South Central","Autauga County","Autaugaville","36003",-86.7,32.5
"AL","East South Central","Autauga County","Billingsley","36006",-86.7,32.6
"AL","East South Central","Autauga County","Jones","36749",-86.85,32.54
"AL","East South Central","Autauga County","Marbury","36051",-86.5,32.7
"AL","East South Central","Autauga County","Prattville","36066",-86.41,32.48
"AL","East South Central","Autauga County","Prattville","36067",-86.6,32.5
"AL","East South Central","Baldwin County","Bay Minette","36507",-87.7,30.9
"AL","East South Central","Baldwin County","Bon Secour","36511",-87.75,30.31
"AL","East South Central","Baldwin County","Daphne","36526",-87.86,30.6
"AL","East South Central","Baldwin County","Elberta","36530",-87.5,30.4
"AL","East South Central","Baldwin County","Fairhope","36532",-87.9,30.5
"AL","East South Central","Baldwin County","Foley","36535",-87.7,30.4
"AL","East South Central","Baldwin County","Gulf Shores","36542",-87.8,30.3
"AL","East South Central","Baldwin County","Lillian","36549",-87.45,30.41
"AL","East South Central","Baldwin County","Little River","36550",-87.75,31.26
"AL","East South Central","Baldwin County","Loxley","36551",-87.8,30.6
"AL","East South Central","Baldwin County","Magnolia Springs","36555",-87.77,30.4
"AL","East South Central","Baldwin County","Montrose","36559",-87.897,30.572
"AL","East South Central","Baldwin County","Orange Beach","36561",-87.56,30.28
"AL","East South Central","Baldwin County","Perdido","36562",-87.66,31.04
"AL","East South Central","Baldwin County","Point Clear","36564",-87.91,30.473
"AL","East South Central","Baldwin County","Robertsdale","36567",-87.6,30.6
"AL","East South Central","Baldwin County","Seminole","36574",-87.48,30.52
"AL","East South Central","Baldwin County","Silverhill","36576",-87.76,30.53
"AL","East South Central","Baldwin County","Spanish Fort","36527",-87.9,30.7
"AL","East South Central","Baldwin County","Stapleton","36578",-87.76,30.73
"AL","East South Central","Baldwin County","Stockton","36579",-87.8,31.1
"AL","East South Central","Baldwin County","Summerdale","36580",-87.7,30.5
"AL","East South Central","Barbour County","Clayton","36016",-85.4,31.8
"AL","East South Central","Barbour County","Clio","36017",-85.6,31.7
"AL","East South Central","Barbour County","Eufaula","36027",-85.2,31.9
"AL","East South Central","Barbour County","Louisville","36048",-85.6,31.8
"AL","East South Central","Bibb County","Brent","35034",-87.3,33
"AL","East South Central","Bibb County","Brierfield","35035",-87,33
"AL","East South Central","Bibb County","Centreville","35042",-87.1,32.9
"AL","East South Central","Bibb County","Green Pond","35074",-87.1,33.3
"AL","East South Central","Bibb County","Lawley","36793",-87,32.8
"AL","East South Central","Bibb County","Randolph","36792",-86.9,32.9
"AL","East South Central","Bibb County","West Blocton","35184",-87.2,33.1
"AL","East South Central","Bibb County","Woodstock","35188",-87.17,33.19
"AL","East South Central","Blount County","Blountsville","35031",-86.6,34.1
"AL","East South Central","Blount County","Cleveland","35049",-86.6,33.96
"AL","East South Central","Blount County","Hayden","35079",-86.8,33.9
"AL","East South Central","Blount County","Locust Fork","35097",-86.62,33.9
"AL","East South Central","Blount County","Oneonta","35121",-86.5,34
"AL","East South Central","Blount County","Remlap","35133",-86.61,33.83
"AL","East South Central","Blount County","Trafford","35172",-86.71,33.84
"AL","East South Central","Bullock County","Fitzpatrick","36029",-85.9,32.2
"AL","East South Central","Bullock County","Midway","36053",-85.4,32.1
"AL","East South Central","Bullock County","Union Springs","36089",-85.7,32.2
"AL","East South Central","Butler County","Forest Home","36030",-86.9,31.9
"AL","East South Central","Butler County","Georgiana","36033",-86.7,31.7
"AL","East South Central","Butler County","Greenville","36037",-86.7,31.7
"AL","East South Central","Butler County","Mc Kenzie","36456",-86.8,31.6
"AL","East South Central","Calhoun County","Alexandria","36250",-85.89,33.76
"AL","East South Central","Calhoun County","Anniston","36201",-85.9,33.65
"AL","East South Central","Calhoun County","Anniston","36205",-85.77,33.73
"AL","East South Central","Calhoun County","Anniston","36206",-85.83,33.73
"AL","East South Central","Calhoun County","Anniston","36207",-85.7,33.7
"AL","East South Central","Calhoun County","Eastaboga","36260",-86,33.59
"AL","East South Central","Calhoun County","Jacksonville","36265",-85.8,33.9
"AL","East South Central","Calhoun County","Ohatchee","36271",-86,33.8
"AL","East South Central","Calhoun County","Oxford","36203",-85.9,33.6
"AL","East South Central","Calhoun County","Piedmont","36272",-85.6,33.9
"AL","East South Central","Calhoun County","Weaver","36277",-85.82,33.76
"AL","East South Central","Calhoun County","Wellington","36279",-85.9,33.9
"AL","East South Central","Chambers County","Five Points","36855",-85.3,33
"AL","East South Central","Chambers County","Lafayette","36862",-85.4,32.9
"AL","East South Central","Chambers County","Lanett","36863",-85.3,32.9
"AL","East South Central","Chambers County","Valley","36854",-85.2,32.7
"AL","East South Central","Cherokee County","Cedar Bluff","35959",-85.6,34.3
"AL","East South Central","Cherokee County","Centre","35960",-85.6,34.1
"AL","East South Central","Cherokee County","Gaylesville","35973",-85.6,34.4
"AL","East South Central","Cherokee County","Leesburg","35983",-85.8,34.2
"AL","East South Central","Chilton County","Clanton","35045",-86.7,32.8
"AL","East South Central","Chilton County","Clanton","35046",-86.6,32.9
"AL","East South Central","Chilton County","Jemison","35085",-86.7,33
"AL","East South Central","Chilton County","Maplesville","36750",-86.8,32.8
"AL","East South Central","Chilton County","Stanton","36790",-86.94,32.74
"AL","East South Central","Chilton County","Thorsby","35171",-86.73,32.89
"AL","East South Central","Chilton County","Verbena","36091",-86.5,32.8
"AL","East South Central","Choctaw County","Butler","36904",-88.3,32.1
"AL","East South Central","Choctaw County","Gilbertown","36908",-88.3,31.9
"AL","East South Central","Choctaw County","Jachin","36910",-88.17,32.25
"AL","East South Central","Choctaw County","Lisman","36912",-88.3,32.2
"AL","East South Central","Choctaw County","Needham","36915",-88.35,31.96
"AL","East South Central","Choctaw County","Pennington","36916",-88.08,32.19
"AL","East South Central","Choctaw County","Silas","36919",-88.3,31.8
"AL","East South Central","Choctaw County","Toxey","36921",-88.2,32
"AL","East South Central","Choctaw County","Ward","36922",-88.1,32.3
"AL","East South Central","Clarke County","Coffeeville","36524",-88,31.8
"AL","East South Central","Clarke County","Dickinson","36436",-87.6,31.7
"AL","East South Central","Clarke County","Fulton","36446",-87.73,31.78
"AL","East South Central","Clarke County","Gainestown","36540",-87.66,31.48
"AL","East South Central","Clarke County","Grove Hill","36451",-87.8,31.7
"AL","East South Central","Clarke County","Jackson","36545",-87.9,31.5
"AL","East South Central","Clarke County","Thomasville","36784",-87.8,31.9
"AL","East South Central","Clarke County","Whatley","36482",-87.6,31.6
"AL","East South Central","Clay County","Ashland","36251",-85.9,33.2
"AL","East South Central","Clay County","Cragford","36255",-85.7,33.2
"AL","East South Central","Clay County","Delta","36258",-85.7,33.5
"AL","East South Central","Clay County","Lineville","36266",-85.8,33.3
"AL","East South Central","Cleburne County","Fruithurst","36262",-85.5,33.8
"AL","East South Central","Cleburne County","Heflin","36264",-85.6,33.6
"AL","East South Central","Cleburne County","Muscadine","36269",-85.4,33.7
"AL","East South Central","Cleburne County","Ranburne","36273",-85.4,33.55
"AL","East South Central","Coffee County","Elba","36323",-86.1,31.4
"AL","East South Central","Coffee County","Enterprise","36330",-85.9,31.3
"AL","East South Central","Coffee County","Jack","36346",-85.94,31.55
"AL","East South Central","Coffee County","New Brockton","36351",-85.9,31.4
"AL","East South Central","Colbert County","Cherokee","35616",-88,34.7
"AL","East South Central","Colbert County","Leighton","35646",-87.5,34.7
"AL","East South Central","Colbert County","Muscle Shoals","35661",-87.5,34.8
"AL","East South Central","Colbert County","Sheffield","35660",-87.7,34.76
"AL","East South Central","Colbert County","Tuscumbia","35674",-87.7,34.7
"AL","East South Central","Conecuh County","Castleberry","36432",-87,31.4
"AL","East South Central","Conecuh County","Evergreen","36401",-86.9,31.5
"AL","East South Central","Conecuh County","Range","36473",-87.38,31.25
"AL","East South Central","Conecuh County","Repton","36475",-87.2,31.4
"AL","East South Central","Coosa County","Equality","36026",-86.1,32.8
"AL","East South Central","Coosa County","Goodwater","35072",-86,33.1
"AL","East South Central","Coosa County","Kellyton","35089",-86,33
"AL","East South Central","Coosa County","Rockford","35136",-86.3,32.9
"AL","East South Central","Coosa County","Weogufka","35183",-86.3,33
"AL","East South Central","Covington County","Andalusia","36420",-86.6,31.2
"AL","East South Central","Covington County","Andalusia","36421",-86.5,31.4
"AL","East South Central","Covington County","Dozier","36028",-86.4,31.5
"AL","East South Central","Covington County","Florala","36442",-86.4,31.1
"AL","East South Central","Covington County","Kinston","36453",-86.1,31.2
"AL","East South Central","Covington County","Lockhart","36455",-86.4,31.1
"AL","East South Central","Covington County","Opp","36467",-86.3,31.3
"AL","East South Central","Covington County","Red Level","36474",-86.6,31.4
"AL","East South Central","Covington County","Wing","36483",-86.7,31
"AL","East South Central","Crenshaw County","Brantley","36009",-86.3,31.6
"AL","East South Central","Crenshaw County","Highland Home","36041",-86.3,31.9
"AL","East South Central","Crenshaw County","Honoraville","36042",-86.4,31.9
"AL","East South Central","Crenshaw County","Lapine","36046",-86.3,32
"AL","East South Central","Crenshaw County","Luverne","36049",-86.3,31.7
"AL","East South Central","Crenshaw County","Rutledge","36071",-86.4,31.7
"AL","East South Central","Cullman County","Baileyton","35019",-86.64,34.31
"AL","East South Central","Cullman County","Bremen","35033",-87,33.9
"AL","East South Central","Cullman County","Crane Hill","35053",-87.05,34.04
"AL","East South Central","Cullman County","Cullman","35055",-86.7,34.2
"AL","East South Central","Cullman County","Cullman","35057",-87,34.1
"AL","East South Central","Cullman County","Cullman","35058",-86.8,34.2
"AL","East South Central","Cullman County","Garden City","35070",-86.749,34.012
"AL","East South Central","Cullman County","Hanceville","35077",-86.8,34
"AL","East South Central","Cullman County","Holly Pond","35083",-86.6,34.18
"AL","East South Central","Cullman County","Joppa","35087",-86.59,34.31
"AL","East South Central","Cullman County","Logan","35098",-87.04,34.12
"AL","East South Central","Cullman County","Vinemont","35179",-86.9,34.3
"AL","East South Central","Dale County","Ariton","36311",-85.7,31.6
"AL","East South Central","Dale County","Daleville","36322",-85.7,31.3
"AL","East South Central","Dale County","Fort Rucker","36362",-85.71,31.4
"AL","East South Central","Dale County","Midland City","36350",-85.5,31.4
"AL","East South Central","Dale County","Ozark","36360",-85.6,31.5
"AL","East South Central","Dale County","Pinckard","36371",-85.5,31.4
"AL","East South Central","Dale County","Skipperville","36374",-85.49,31.58
"AL","East South Central","Dallas County","Marion Junction","36759",-87.3,32.4
"AL","East South Central","Dallas County","Minter","36761",-87,32.1
"AL","East South Central","Dallas County","Orrville","36767",-87.2,32.2
"AL","East South Central","Dallas County","Plantersville","36758",-86.9,32.6
"AL","East South Central","Dallas County","Safford","36773",-87.4,32.3
"AL","East South Central","Dallas County","Sardis","36775",-87,32.2
"AL","East South Central","Dallas County","Selma","36701",-87,32.5
"AL","East South Central","Dallas County","Selma","36703",-86.9,32.5
"AL","East South Central","DeKalb County","Collinsville","35961",-85.9,34.3
"AL","East South Central","DeKalb County","Crossville","35962",-86,34.3
"AL","East South Central","DeKalb County","Dawson","35963",-85.93,34.34
"AL","East South Central","DeKalb County","Fort Payne","35967",-85.7,34.4
"AL","East South Central","DeKalb County","Fort Payne","35968",-85.8,34.5
"AL","East South Central","DeKalb County","Fyffe","35971",-86,34.5
"AL","East South Central","DeKalb County","Geraldine","35974",-86.01,34.37
"AL","East South Central","DeKalb County","Groveoak","35975",-86.06,34.44
"AL","East South Central","DeKalb County","Henagar","35978",-85.7,34.6
"AL","East South Central","DeKalb County","Higdon","35979",-85.61,34.83
"AL","East South Central","DeKalb County","Ider","35981",-85.64,34.74
"AL","East South Central","DeKalb County","Mentone","35984",-85.6,34.5
"AL","East South Central","DeKalb County","Rainsville","35986",-85.83,34.51
